# Files: /home/linnommable/Dokumente/Uni/Arbeit/Christian/Bayreuth/Im5Bi2Cl11/293K/raw data//[0-9]*[0-9]
2.930000000000000000e+02	2.000000000000000000e+04	1.698223827815077414e+01	1.787450584210111799e+02	7.373621678953973246e-01	9.795088288008887423e-01	2.111985183045193313e-316	1.030084596904247418e-01	2.318494067486897681e+00	4.067942408997807929e-02	1.843918405269042229e-02	6.924118136184111419e-310
2.930000000000000000e+02	2.296700000000000000e+04	1.851961888252153088e+01	1.723209088353493144e+02	6.693079176293874610e-01	9.589472048722681441e-01	2.111985183045193313e-316	9.875018161565342345e-02	1.979390406202865549e+00	3.892592641390885816e-02	1.568454900766480184e-02	6.924118136184111419e-310
2.930000000000000000e+02	2.637400000000000000e+04	1.862835436804538602e+01	1.566066235225927699e+02	7.104137602218449921e-01	9.894793876594693005e-01	2.111985183045193313e-316	1.334402445136284310e-01	2.464564277429025285e+00	5.593733637598743980e-02	2.252182189072406485e-02	6.924118136184111419e-310
2.930000000000000000e+02	3.028600000000000000e+04	1.854345063617171974e+01	1.382537635374922047e+02	7.410124719409952876e-01	9.822872733700498404e-01	2.111985183045193313e-316	1.334351219101733155e-01	2.238566506424962466e+00	5.829203778967532307e-02	2.263391465724952714e-02	6.924118136184111419e-310
2.930000000000000000e+02	3.477800000000000000e+04	1.908164988468188383e+01	1.259173566226517380e+02	6.207865820184307326e-01	9.503699535999631243e-01	2.111985183045193313e-316	1.265892978638783195e-01	1.912165284007990795e+00	5.590840875890881745e-02	1.988062165988441904e-02	6.924118136184111419e-310
2.930000000000000000e+02	3.993700000000000000e+04	2.014881556043810562e+01	1.195419289439659138e+02	6.642652369417039182e-01	9.561875536240498352e-01	2.111985183045193313e-316	1.252193429459254326e-01	1.716433436125417211e+00	5.657707619516130770e-02	1.890991492756981945e-02	6.924118136184111419e-310
2.930000000000000000e+02	4.586200000000000000e+04	2.064901545041674069e+01	1.064771075579076864e+02	7.265134753817743540e-01	9.996203002812390492e-01	2.111985183045193313e-316	1.235813133213245624e-01	1.500369588932246145e+00	5.974523133367998229e-02	1.983265924719924619e-02	6.924118136184111419e-310
2.930000000000000000e+02	5.266500000000000000e+04	2.096782814171301368e+01	9.447221071935432235e+01	7.120474721350215086e-01	9.685882327059771590e-01	2.111985183045193313e-316	1.233661958892741661e-01	1.334691528081749956e+00	6.082044381200190503e-02	1.862202051848778003e-02	6.924118136184111419e-310
2.930000000000000000e+02	6.047700000000000000e+04	2.117961804633380396e+01	8.484748558416535502e+01	6.738387416878367508e-01	9.545731604369989132e-01	2.111985183045193313e-316	1.073773970217957174e-01	1.050072264346074702e+00	5.429589969350031436e-02	1.574770992079729121e-02	6.924118136184111419e-310
2.930000000000000000e+02	6.944800000000000000e+04	2.149889520263003106e+01	7.247464339697964419e+01	6.420899946676713599e-01	9.679859470081000339e-01	2.111985183045193313e-316	1.127685364916945765e-01	9.474831464627772037e-01	6.023832322905278702e-02	1.679025693554799317e-02	6.924118136184111419e-310
